UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
C,7,2010,999,308091904,151030625,157061279,119038084,122262796,19107072,21044463,1878697,1852809,7235844,7989203,335857,331138,3435071,3580870,122067305,125398832,20544744,22592559,3036901,3088977,8490373,9265700,657715,664701,125393947,132086552,96345760,100226805,17969235,19846594,1103403,1146898,6986885,7738632,243752,245590,2744912,2882033,98762669,102745965,19110151,21083862,1950103,2071895,8049884,8820610,498528,511374,25636678,24974727,22692324,22035991,1137837,1197869,775294,705911,248959,250571,92105,85548,690159,698837,23304636,22652867,1434593,1508697,1086798,1017082,440489,445090,159187,153327
C,7,2010,0,3951495,2018516,1932979,1460691,1394447,303772,294793,33004,32164,95414,89922,5959,5726,119676,115927,1571006,1501081,368225,357805,57430,56115,139076,131722,14465,13886,1501980,1435472,1021103,970999,275085,267196,17187,17015,89318,84166,3930,3735,95357,92361,1109458,1056380,327389,318190,33106,32775,125431,118796,10141,9641,516536,497507,439588,423448,28687,27597,15817,15149,6096,5756,2029,1991,24319,23566,461548,444701,40836,39615,24324,23340,13645,12926,4324,4245
C,7,2010,1,3957904,2020320,1937584,1465983,1400019,305727,297730,32671,31675,94083,90275,5906,5837,115950,112048,1572513,1503114,368232,358821,56546,54333,136125,130455,14126,13798,1506806,1443472,1027380,978156,277564,270419,17383,16962,88050,84602,3887,3867,92542,89466,1112840,1060906,328484,320247,32985,31689,122908,118013,9909,9698,513514,494112,438603,421863,28163,27311,15288,14713,6033,5673,2019,1970,23408,22582,459673,442208,39748,38574,23561,22644,13217,12442,4217,4100
C,7,2010,2,4090799,2088642,2002157,1517175,1446910,315747,307749,34026,32817,99348,96134,6129,5869,116217,112678,1623847,1550334,378269,369411,57870,55915,141510,136334,14620,13760,1557047,1492978,1061371,1011120,287052,280054,18023,17587,93461,90412,4073,3835,93067,89970,1147188,1094061,338263,330426,33669,32583,128546,123765,10280,9626,531595,509179,455804,435790,28695,27695,16003,15230,5887,5722,2056,2034,23150,22708,476659,456273,40006,38985,24201,23332,12964,12569,4340,4134
C,7,2010,3,4111869,2101237,2010632,1532534,1460912,316617,306096,34582,33048,98802,95252,6088,5956,112614,109368,1635937,1561098,376943,365234,58093,55943,139671,134424,14305,13897,1569962,1500877,1076596,1023056,288373,279105,18058,17719,92808,89648,4069,3933,90058,87416,1159714,1103479,337668,327572,33511,32649,126697,122221,10101,9740,531275,509755,455938,437856,28244,26991,16524,15329,5994,5604,2019,2023,22556,21952,476223,457619,39275,37662,24582,23294,12974,12203,4204,4157
C,7,2010,4,4077511,2084295,1993216,1530826,1455340,307606,299981,33850,32593,98009,95720,5977,5723,108027,103859,1629942,1550597,364620,355345,56863,54579,137597,133350,13840,13233,1564655,1495097,1082746,1026116,280867,273946,18062,17550,92254,90422,3983,3813,86743,83250,1162666,1102798,327732,319489,33210,31974,125352,121748,9789,9302,519640,498119,448080,429224,26739,26035,15788,15043,5755,5298,1994,1910,21284,20609,467276,447799,36888,35856,23653,22605,12245,11602,4051,3931
C,7,2010,5,4064653,2076552,1988101,1530725,1456127,304007,294413,33448,32646,98986,98714,5967,5725,103419,100476,1625377,1547917,357862,347277,56092,54445,137181,135328,13498,12986,1567995,1501603,1091209,1036215,278167,269368,18017,17566,93464,93537,4030,3942,83108,80975,1167621,1110469,322435,313014,32955,31940,125476,124312,9586,9354,508557,486498,439516,419912,25840,25045,15431,15080,5522,5177,1937,1783,20311,19501,457756,437448,35427,34263,23137,22505,11705,11016,3912,3632
C,7,2010,6,4073031,2079427,1993604,1540710,1467023,301625,292590,32584,31921,98881,99436,5766,5444,99861,97190,1632110,1555961,352898,343114,54749,53519,135994,135051,13144,12588,1583863,1516335,1111005,1053809,276907,268581,17900,17310,93512,94398,3985,3723,80554,78514,1185073,1125914,319214,310385,32744,31924,124681,124311,9482,8992,495564,477269,429705,413214,24718,24009,14684,14611,5369,5038,1781,1721,19307,18676,447037,430047,33684,32729,22005,21595,11313,10740,3662,3596
C,7,2010,7,4043100,2063163,1979937,1532272,1460269,299565,291241,32327,31271,98139,98967,5723,5435,95137,92754,1619074,1545063,348189,338708,54121,52644,133243,133076,12953,12215,1577273,1511157,1110318,1053395,275450,268117,17643,17005,92958,93949,3944,3747,76960,74944,1180827,1122222,315711,307404,32345,31467,122510,122569,9335,8861,485890,468780,421954,406874,24115,23124,14684,14266,5181,5018,1779,1688,18177,17810,438247,422841,32478,31304,21776,21177,10733,10507,3618,3354
C,7,2010,8,4025624,2054455,1971169,1526960,1455025,304768,296009,32237,30977,93624,93949,5542,5308,91324,89901,1610279,1536829,351321,342457,53753,52456,126963,126198,12437,12039,1574951,1509692,1109799,1054071,281107,272992,17818,17135,88649,89186,3857,3640,73721,72668,1177333,1120527,319715,311491,32280,31711,116572,116210,9061,8708,479504,461477,417161,400954,23661,23017,14419,13842,4975,4763,1685,1668,17603,17233,432946,416302,31606,30966,21473,20745,10391,9988,3376,3331
