UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
P,7,2011,999,312000521,153578110,158422411,120656419,122905747,19540568,21331692,1927689,1885189,7514289,8252466,356277,342237,3582868,3705080,123816989,126154645,21052525,22946198,3120569,3145008,8825311,9577191,693069,685551,127279945,132847628,97408881,100362181,18358184,20095908,1132147,1161352,7257113,7994935,260990,254222,2862630,2979030,99930816,102969749,19557155,21384867,2002697,2100599,8368072,9117567,527421,527310,26298165,25574783,23247538,22543566,1182384,1235784,795542,723837,257176,257531,95287,88015,720238,726050,23886173,23184896,1495370,1561331,1117872,1044409,457239,459624,165648,158241
P,7,2011,0,3963264,2028518,1934746,1459132,1388030,306694,297360,34221,33064,99991,94089,6390,6020,122090,116183,1571451,1494834,372325,360187,58823,56627,145149,136715,15205,14318,1513664,1439241,1024271,970321,276750,267965,17373,16534,93525,87919,4108,3807,97637,92695,1114579,1055989,330119,318932,33539,31971,130970,123226,10528,9820,514854,495505,434861,417709,29944,29395,16848,16530,6466,6170,2282,2213,24453,23488,456872,438845,42206,41255,25284,24656,14179,13489,4677,4498
P,7,2011,1,3966768,2025565,1941203,1463579,1397552,304415,295447,33076,32239,98578,94008,6020,5794,119897,116163,1574072,1504378,368902,358525,57520,56215,142424,135974,14551,13978,1506416,1441106,1021670,971834,275625,267733,17174,17006,92475,88239,3976,3791,95496,92503,1110124,1057316,327907,318719,33086,32763,128767,123035,10211,9719,519149,500097,441909,425718,28790,27714,15902,15233,6103,5769,2044,2003,24401,23660,463948,447062,40995,39806,24434,23452,13657,12939,4340,4259
P,7,2011,2,3971498,2026825,1944673,1468719,1402716,306550,298535,32709,31713,96799,93570,5946,5889,116102,112250,1575375,1505977,369091,359676,56590,54393,138962,133900,14181,13868,1511223,1448524,1028239,979023,278275,271135,17380,16954,90758,87885,3926,3917,92645,89610,1113777,1061883,329193,320973,32975,31684,125736,121443,9963,9765,515602,496149,440480,423693,28275,27400,15329,14759,6041,5685,2020,1972,23457,22640,461598,444094,39898,38703,23615,22709,13226,12457,4218,4103
P,7,2011,3,4102429,2094203,2008226,1519614,1449560,316467,308518,34036,32836,101569,98583,6179,5918,116338,112811,1626385,1553091,379024,370215,57894,55952,143817,138884,14679,13818,1560736,1497008,1062119,1011903,287668,280725,18015,17579,95674,92854,4123,3886,93137,90061,1147987,1094911,338875,331102,33657,32577,130845,126308,10340,9688,533467,511218,457495,437657,28799,27793,16021,15257,5895,5729,2056,2032,23201,22750,478398,458180,40149,39113,24237,23375,12972,12576,4339,4130
P,7,2011,4,4122252,2106228,2016024,1534772,1463530,317329,306853,34601,33062,100656,97099,6132,6001,112738,109479,1638277,1563812,377696,366033,58128,55970,141607,136336,14360,13951,1573189,1504209,1077240,1023788,288993,279761,18057,17718,94654,91491,4115,3975,90130,87476,1160412,1104257,338290,328234,33507,32644,128624,124128,10159,9792,533039,511815,457532,439742,28336,27092,16544,15344,6002,5608,2017,2026,22608,22003,477865,459555,39406,37799,24621,23326,12983,12208,4201,4159
P,7,2011,5,4087770,2089397,1998373,1533223,1457948,308397,300820,33857,32621,99743,97243,6017,5751,108160,103990,1632446,1553319,365448,356242,56877,54628,139436,134938,13894,13271,1567847,1498090,1083395,1026791,281550,274659,18054,17553,93983,91944,4025,3839,86840,83304,1163387,1103516,328423,320204,33200,31970,127184,123331,9846,9339,521550,500283,449828,431157,26847,26161,15803,15068,5760,5299,1992,1912,21320,20686,469059,449803,37025,36038,23677,22658,12252,11607,4048,3932
P,7,2011,6,4075153,2081794,1993359,1533239,1458776,304804,295310,33460,32687,100739,100223,6001,5757,103551,100606,1627998,1550675,358687,348218,56111,54503,139046,136923,13543,13027,1571195,1504611,1091827,1036846,278866,270128,18011,17565,95208,95044,4064,3969,83219,81059,1168326,1111165,323144,313780,32950,31944,127334,125903,9632,9390,510599,488748,441412,421930,25938,25182,15449,15122,5531,5179,1937,1788,20332,19547,459672,439510,35543,34438,23161,22559,11712,11020,3911,3637
P,7,2011,7,4083399,2084406,1998993,1542971,1469699,302395,293499,32617,31966,100657,101013,5784,5491,99982,97325,1634470,1558750,353714,344074,54794,53580,137848,136713,13174,12647,1586926,1519425,1111545,1054428,277574,269363,17895,17305,95285,95967,4000,3767,80627,78595,1185666,1126595,319890,311177,32736,31917,126529,125963,9509,9048,497480,479568,431426,415271,24821,24136,14722,14661,5372,5046,1784,1724,19355,18730,448804,432155,33824,32897,22058,21663,11319,10750,3665,3599
P,7,2011,8,4053313,2068032,1985281,1534309,1462938,300401,292098,32367,31302,99955,100540,5741,5481,95259,92922,1621216,1547880,349077,339640,54178,52702,135126,134731,12982,12275,1580300,1514066,1110788,1053877,276131,268864,17634,16999,94763,95510,3960,3793,77024,75023,1181348,1122767,316391,308157,32336,31459,124383,124208,9362,8921,487732,471215,423521,409061,24270,23234,14733,14303,5192,5030,1781,1688,18235,17899,439868,425113,32686,31483,21842,21243,10743,10523,3620,3354
